name;cvc5-runtime;cvc5-result;z3-runtime;z3-result;z3-noodler-c0f3244-runtime;z3-noodler-c0f3244-result;z3-noodler-6e14cda-runtime;z3-noodler-6e14cda-result;z3-noodler-59658f7-runtime;z3-noodler-59658f7-result;z3-noodler-e8a4269-runtime;z3-noodler-e8a4269-result;z3-noodler-daa40de-runtime;z3-noodler-daa40de-result
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_35.smt2;0.08; sat;0.02; sat;0.04; sat;0.05; sat;0.05; sat;0.07; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_108.smt2;0.01; sat;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_199.smt2;0.05; sat;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_200.smt2;0.0; sat;0.04; sat;0.04; sat;0.03; sat;0.03; sat;0.04; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_133.smt2;0.04; sat;16.31; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_179.smt2;0.02; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_41.smt2;0.0; sat;0.04; sat;0.02; sat;0.01; sat;0.02; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_28.smt2;0.05; sat;0.02; sat;0.05; sat;0.05; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_70.smt2;0.03; sat;0.03; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_114.smt2;0.01; sat;0.01; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_50.smt2;TO;TO;0.5; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_26.smt2;0.06; sat;0.07; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_57.smt2;0.02; sat;0.03; sat;0.03; sat;0.01; sat;0.04; sat;0.01; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_61.smt2;0.01; sat;0.01; sat;0.03; sat;0.04; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_3.smt2;0.03; sat;0.03; sat;68.07; sat;70.0; sat;65.95; sat;70.89; sat;69.16; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_99.smt2;0.02; sat;0.01; sat;0.03; sat;0.01; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_161.smt2;0.04; sat;0.05; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_135.smt2;TO;TO;0.12; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_198.smt2;0.07; sat;0.05; sat;0.05; sat;0.06; sat;0.05; sat;0.05; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_124.smt2;0.01; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_62.smt2;0.01; sat;0.01; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_165.smt2;0.02; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat;0.01; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_149.smt2;0.02; sat;0.02; sat;0.03; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_102.smt2;0.02; sat;0.03; sat;0.06; sat;0.05; sat;0.05; sat;0.05; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_17.smt2;TO;TO;0.08; sat;0.11; sat;0.11; sat;0.12; sat;0.09; sat;0.11; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_180.smt2;0.01; sat;0.0; sat;0.01; sat;0.01; sat;0.05; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_107.smt2;0.02; sat;0.01; sat;0.02; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_8.smt2;0.05; sat;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_84.smt2;0.03; sat;0.05; sat;0.02; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_128.smt2;0.0; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_9.smt2;0.03; sat;0.02; sat;0.04; sat;0.03; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_155.smt2;0.01; sat;0.03; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_182.smt2;0.04; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.04; sat;0.05; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_106.smt2;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_68.smt2;0.01; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_174.smt2;TO;TO;5.6; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track01/01_track_1.smt2;0.0; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_41.smt2;0.01; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.03; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_35.smt2;0.02; unsat;0.03; unsat;0.03; unsat;0.03; unsat;0.01; unsat;0.04; unsat;0.02; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_99.smt2;0.05; sat;0.04; sat;16.54; sat;15.3; sat;15.59; sat;15.76; sat;15.1; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_27.smt2;0.03; unsat;0.01; unsat;0.02; unsat;0.04; unsat;0.03; unsat;0.03; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_74.smt2;TO;TO;0.53; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_25.smt2;0.01; unsat;0.02; unsat;0.01; unsat;0.03; unsat;0.04; unsat;0.01; unsat;0.01; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_96.smt2;0.02; sat;0.03; sat;0.58; sat;0.71; sat;0.62; sat;0.5; sat;0.72; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_39.smt2;0.01; unsat;0.03; unsat;0.03; unsat;0.02; unsat;0.03; unsat;0.04; unsat;0.03; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_141.smt2;0.05; sat;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_85.smt2;0.14; sat;0.24; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_81.smt2;TO;TO;0.07; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_180.smt2;0.11; sat;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_143.smt2;0.6; sat;0.28; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_176.smt2;0.28; sat;0.11; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_70.smt2;TO;TO;0.1; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_197.smt2;0.03; sat;0.02; sat;0.04; sat;0.01; sat;0.06; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_102.smt2;0.04; sat;0.05; sat;3.11; sat;3.34; sat;3.34; sat;2.51; sat;2.83; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_79.smt2;0.19; sat;0.06; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_62.smt2;TO;TO;0.1; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_64.smt2;TO;TO;0.07; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_118.smt2;0.13; sat;0.13; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_173.smt2;0.17; sat;0.07; sat;ERR;ERR;TO;TO;TO;TO;ERR;ERR;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_61.smt2;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_110.smt2;TO;TO;0.02; sat;1.15; sat;1.15; sat;1.62; sat;1.33; sat;1.65; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_175.smt2;0.32; sat;0.6; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_7.smt2;0.01; unsat;0.02; unsat;0.04; unsat;0.01; unsat;0.01; unsat;0.04; unsat;0.02; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_26.smt2;0.02; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.02; unsat;0.03; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_111.smt2;0.06; sat;0.07; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_38.smt2;0.01; unsat;0.02; unsat;0.04; unsat;0.03; unsat;0.04; unsat;0.03; unsat;0.03; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_82.smt2;0.37; sat;0.11; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_103.smt2;0.03; sat;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_151.smt2;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_3.smt2;0.0; unsat;0.02; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.03; unsat;0.03; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_47.smt2;TO;TO;0.12; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_195.smt2;0.44; sat;7.3; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_124.smt2;0.04; sat;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_113.smt2;0.1; sat;0.1; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_158.smt2;0.09; sat;0.06; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_55.smt2;TO;TO;0.08; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_179.smt2;0.1; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_134.smt2;0.06; sat;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_57.smt2;TO;TO;0.08; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_90.smt2;0.05; sat;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_119.smt2;0.08; sat;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_183.smt2;0.14; sat;0.2; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_146.smt2;0.15; sat;0.09; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_8.smt2;0.01; unsat;0.03; unsat;0.03; unsat;0.02; unsat;0.03; unsat;0.02; unsat;0.03; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_5.smt2;0.02; unsat;0.03; unsat;0.03; unsat;0.01; unsat;0.03; unsat;0.01; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_155.smt2;0.46; sat;0.49; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_11.smt2;0.0; unsat;0.03; unsat;0.01; unsat;0.03; unsat;0.03; unsat;0.04; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_150.smt2;0.23; sat;0.08; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_199.smt2;0.49; sat;2.04; sat;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_156.smt2;0.55; sat;0.24; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_88.smt2;0.12; sat;0.24; sat;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_51.smt2;TO;TO;0.23; sat;TO;TO;ERR;ERR;TO;TO;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_10.smt2;0.0; unsat;0.01; unsat;0.03; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.01; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_16.smt2;0.01; unsat;0.04; unsat;0.03; unsat;0.02; unsat;0.04; unsat;0.01; unsat;0.03; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_59.smt2;TO;TO;9.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_30.smt2;0.0; unsat;0.01; unsat;0.02; unsat;0.03; unsat;0.04; unsat;0.01; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_136.smt2;0.21; sat;0.13; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_116.smt2;0.09; sat;0.02; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_189.smt2;0.52; sat;0.34; sat;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_162.smt2;0.12; sat;0.23; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_138.smt2;0.19; sat;0.56; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_166.smt2;0.29; sat;0.22; sat;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_94.smt2;0.02; sat;0.03; sat;0.03; sat;0.04; sat;0.03; sat;0.05; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_182.smt2;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_60.smt2;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_54.smt2;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_77.smt2;0.23; sat;1.81; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_52.smt2;TO;TO;0.06; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_123.smt2;0.2; sat;0.29; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_117.smt2;0.12; sat;0.1; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_148.smt2;0.06; sat;0.08; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_86.smt2;0.1; sat;0.09; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_92.smt2;0.05; sat;0.03; sat;0.02; sat;0.05; sat;0.02; sat;0.03; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_45.smt2;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_152.smt2;0.6; sat;19.3; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_161.smt2;0.06; sat;0.05; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_44.smt2;0.01; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.02; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_142.smt2;0.59; sat;1.06; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_13.smt2;0.01; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.04; unsat;0.03; unsat;0.02; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_97.smt2;0.03; sat;0.05; sat;5.06; sat;4.74; sat;5.03; sat;4.86; sat;4.35; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_198.smt2;0.05; sat;0.04; sat;0.51; sat;0.72; sat;0.51; sat;0.73; sat;0.5; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_40.smt2;0.01; unsat;0.03; unsat;0.02; unsat;0.03; unsat;0.02; unsat;0.01; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_107.smt2;0.05; sat;0.06; sat;0.66; sat;0.75; sat;0.7; sat;0.53; sat;0.76; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_170.smt2;0.39; sat;0.08; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_160.smt2;0.06; sat;0.09; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_157.smt2;0.29; sat;0.06; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_24.smt2;0.01; unsat;0.03; unsat;0.04; unsat;0.04; unsat;0.02; unsat;0.05; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_153.smt2;0.58; sat;0.49; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_23.smt2;0.0; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.01; unsat;0.02; unsat;0.02; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_159.smt2;0.08; sat;0.07; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_20.smt2;0.01; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.02; unsat;0.03; unsat;0.03; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_34.smt2;0.03; unsat;0.01; unsat;0.01; unsat;0.04; unsat;0.02; unsat;0.03; unsat;0.01; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_42.smt2;0.01; unsat;0.02; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.01; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_53.smt2;0.09; sat;0.07; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_48.smt2;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_91.smt2;0.03; sat;0.03; sat;0.03; sat;0.04; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_36.smt2;0.01; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.03; unsat;0.03; unsat;0.02; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_177.smt2;0.0; sat;0.02; sat;0.03; sat;0.01; sat;0.04; sat;0.03; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_100.smt2;0.06; sat;0.04; sat;0.72; sat;0.96; sat;0.86; sat;0.98; sat;0.96; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_1.smt2;0.01; unsat;0.02; unsat;0.04; unsat;0.03; unsat;0.02; unsat;0.02; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_135.smt2;0.11; sat;0.27; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_133.smt2;0.04; sat;0.05; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_93.smt2;0.04; sat;0.04; sat;0.04; sat;0.05; sat;0.05; sat;0.04; sat;0.04; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_29.smt2;0.01; unsat;0.01; unsat;0.01; unsat;0.02; unsat;0.01; unsat;0.02; unsat;0.04; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_14.smt2;0.01; unsat;0.01; unsat;0.02; unsat;0.04; unsat;0.03; unsat;0.01; unsat;0.01; unsat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_127.smt2;0.03; sat;0.02; sat;0.05; sat;0.01; sat;0.01; sat;0.04; sat;0.02; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_69.smt2;TO;TO;5.29; sat;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_149.smt2;0.12; sat;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_68.smt2;TO;TO;0.08; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_50.smt2;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_194.smt2;0.06; sat;0.04; sat;4.96; sat;4.78; sat;4.11; sat;4.77; sat;4.82; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_72.smt2;TO;TO;0.36; sat;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_109.smt2;0.1; sat;0.03; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_131.smt2;0.24; sat;0.11; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_121.smt2;0.24; sat;0.04; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_192.smt2;0.34; sat;64.01; sat;TO;TO;TO;TO;TO;TO;ERR;ERR;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_80.smt2;0.01; sat;0.0; sat;0.01; sat;0.04; sat;0.02; sat;0.02; sat;0.01; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_73.smt2;TO;TO;15.49; sat;ERR;ERR;ERR;ERR;ERR;ERR;TO;TO;ERR;ERR
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_144.smt2;0.03; sat;0.05; sat;0.04; sat;0.01; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_114.smt2;0.06; sat;0.04; sat;5.67; sat;5.17; sat;4.9; sat;4.9; sat;6.04; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_98.smt2;0.03; sat;0.07; sat;4.42; sat;3.6; sat;4.15; sat;3.52; sat;4.23; sat
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_187.smt2;1.01; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_58.smt2;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_S/20230329-woorpje-lu/track03/03_track_167.smt2;0.19; sat;0.17; sat;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
